Dates,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
06/08/2013,,,,,,,5.7500,5.8500,5.5000,5.3000,5.4500,,,,
07/08/2013,,,,,,,5.7400,5.8500,5.5000,5.4000,5.5000,,,,
08/08/2013,,,,,,,5.7400,5.8500,5.5000,5.4000,5.5000,,,,
09/08/2013,,,,,,,5.7400,5.8500,5.5000,5.4000,5.5000,,,,
12/08/2013,,,,,,,5.7400,5.8000,5.5000,5.5000,5.5000,,,,
13/08/2013,,,,,,,5.7400,5.8200,5.5000,5.4000,5.4500,,,,
14/08/2013,,,,,,,5.7400,5.8000,5.5000,5.4000,5.4500,,,,
15/08/2013,,,,,,,5.7400,5.8000,5.5000,5.3000,5.4500,,,,
16/08/2013,,,,,,,5.7400,5.8000,5.5000,5.3000,5.4500,,,,
19/08/2013,,,,,,,5.7500,5.8000,5.5000,5.3000,5.4500,,,,
20/08/2013,,,,,,,5.7900,5.8000,5.5000,5.5000,5.5000,,,,
21/08/2013,,,,,,,5.7900,5.8000,5.5000,5.5000,5.5000,,,,
22/08/2013,,,,,,,5.8000,5.8400,5.5000,5.5000,5.5000,,,,
23/08/2013,,,,,,,5.8000,5.8400,5.5000,5.4000,5.5000,,,,
26/08/2013,,,,,,,5.8000,5.8400,5.5000,5.4000,5.5000,,,,
27/08/2013,,,,,,,5.8000,5.8400,5.5000,5.4000,5.5000,,,,
28/08/2013,,,,,,,5.8100,5.8400,5.5000,5.4000,5.5000,,,,
29/08/2013,,,,,,,5.8200,5.8500,5.5000,5.3000,5.4500,,,,
30/08/2013,,,,,,,5.8300,5.8400,5.5000,5.4000,5.5000,,,,
02/09/2013,,,,,,,5.8300,5.8800,5.5000,5.4000,5.5000,,,,
03/09/2013,,,,,,,5.8300,5.8700,5.5000,5.4000,5.5000,,,,
04/09/2013,,,,,,,5.8400,5.8800,5.5000,5.4000,5.5000,,,,
05/09/2013,,,,,,,5.8400,5.8800,5.5000,5.4000,5.5000,,,,
06/09/2013,,,,,,,5.8200,5.8500,5.5000,5.4000,5.5000,,,,
09/09/2013,,,,,,,5.8200,5.8800,5.5000,5.3000,5.4500,,,,
10/09/2013,,,,,,,5.8200,5.9000,5.5000,5.3000,5.4500,,,,
11/09/2013,,,,,,,5.8200,5.9000,5.5000,5.3000,5.4500,,,,
12/09/2013,,,,,,,5.8200,5.9000,5.5000,5.4000,5.5000,,,,
13/09/2013,,,,,,,5.8200,5.9000,5.5000,5.3000,5.4500,,,,
16/09/2013,,,,,,,5.8200,5.9000,5.5000,5.3000,5.4500,,,,
17/09/2013,,,,,,,5.8200,5.9500,5.5000,5.3000,5.4000,,,,
18/09/2013,,,,,,,5.8200,5.9600,5.5000,5.3000,5.4000,,,,
19/09/2013,,,,,,,5.8100,5.9600,5.5000,5.3000,5.4500,,,,
20/09/2013,,,,,,,5.8100,5.9600,5.5000,5.3000,5.4500,,,,
23/09/2013,,,,,,,5.8200,5.9600,5.5000,5.3000,5.4500,,,,
24/09/2013,,,,,,,5.8200,5.9600,5.5000,5.3000,5.4500,,,,
25/09/2013,,,,,,,5.8200,5.9600,5.5000,5.3000,5.4500,,,,
26/09/2013,,,,,,,5.8200,5.9600,5.5000,5.3000,5.4000,,,,
27/09/2013,,,,,,,5.8200,5.9700,5.5000,5.3500,5.4000,,,,
30/09/2013,,,,,,,5.8200,5.9700,5.5000,5.3500,5.4000,,,,
01/10/2013,,,,,,,5.8200,5.9700,5.5000,5.3500,5.4000,,,,
02/10/2013,,,,,,,5.8200,5.9700,5.5000,5.4500,5.4000,,,,
03/10/2013,,,,,,,5.8200,5.9700,5.5000,5.4000,5.3500,,,,
04/10/2013,,,,,,,5.8200,5.9500,5.5000,5.4000,5.3500,,,,
07/10/2013,,,,,,,5.8200,5.9600,5.5000,5.5000,5.3500,,,,
08/10/2013,,,,,,,5.8200,5.9700,5.5000,5.5000,5.4000,,,,
09/10/2013,,,,,,,5.8100,5.9500,5.5000,5.5000,5.4000,,,,
10/10/2013,,,,,,,5.8100,5.9500,5.5000,5.5000,5.4000,,,,
11/10/2013,,,,,,,5.8100,5.9500,5.5000,5.5000,5.4000,,,,
14/10/2013,,,,,,,5.8300,5.9500,5.5000,5.5000,5.4500,,,,
15/10/2013,,,,,,,5.8300,5.9500,5.5000,5.5000,5.4000,,,,
16/10/2013,,,,,,,5.8300,5.9500,5.5000,5.5000,5.4000,,,,
17/10/2013,,,,,,,5.8300,5.9500,5.5000,5.5000,5.4000,,,,
18/10/2013,,,,,,,5.8300,5.9400,5.5000,5.5000,5.5000,,,,
21/10/2013,,,,,,,5.8300,5.9400,5.5000,5.5000,5.5000,,,,
22/10/2013,,,,,,,5.8300,5.9300,5.5000,5.5000,5.5000,,,,
23/10/2013,,,,,,,5.8300,5.9300,5.5000,5.5000,5.5000,,,,
24/10/2013,,,,,,,5.8300,5.9200,5.5000,5.5000,5.5000,,,,
25/10/2013,,,,,,,5.8300,5.9200,5.5000,5.5000,5.5000,,,,
28/10/2013,,,,,,,5.8300,5.9400,5.5000,5.5000,5.4500,,,,
29/10/2013,,,,,,,5.8300,5.9200,5.5000,5.5000,5.4500,,,,
30/10/2013,,,,,,,5.8300,5.9200,5.5000,5.5000,5.4500,,,,
31/10/2013,,,,,,,5.8300,5.9200,5.5000,5.5000,5.4500,,,,
01/11/2013,,,,,,,5.8500,5.9200,5.5000,5.5000,5.4000,,,,
04/11/2013,,,,,,,5.8500,5.9300,5.5000,5.5000,5.4000,,,,
05/11/2013,,,,,,,5.8500,5.9400,5.5000,5.5000,5.4000,,,,
06/11/2013,,,,,,,5.8500,5.9400,5.5000,5.5000,5.4000,,,,
07/11/2013,,,,,,,5.8400,5.9400,5.5000,5.5000,5.4000,,,,
08/11/2013,,,,,,,5.8500,5.9300,5.5000,5.5000,5.3500,,,,
11/11/2013,,,,,,,5.8500,5.9200,5.5000,5.5000,5.3000,,,,
12/11/2013,,,,,,,5.8400,5.9200,5.5000,5.5000,5.3000,,,,
13/11/2013,,,,,,,5.8300,5.9200,5.5000,5.5000,5.3000,,,,
14/11/2013,,,,,,,5.8400,5.9100,5.5000,5.5000,5.3000,,,,
18/11/2013,,,,,,,5.8200,5.9200,5.5000,5.5000,5.3500,,,,
19/11/2013,,,,,,,5.8200,5.9200,5.5000,5.5000,5.3500,,,,
20/11/2013,,,,,,,5.8200,5.9200,5.5000,5.5000,5.3500,,,,
21/11/2013,,,,,,,5.8200,5.9200,5.5000,5.5000,5.4000,,,,
22/11/2013,,,,,,,5.8200,5.9200,5.5000,5.5000,5.4000,,,,
25/11/2013,,,,,,,5.8200,5.9200,5.5000,5.5000,5.4000,,,,
26/11/2013,,,,,,,5.8100,5.9200,5.5000,5.5000,5.4000,,,,
27/11/2013,,,,,,,5.8100,5.9200,5.5000,5.5000,5.4000,,,,
28/11/2013,,,,,,,5.8200,5.9200,5.5000,5.5000,5.3000,,,,
29/11/2013,,,,,,,5.8100,5.9200,5.5000,5.5000,5.3500,,,,
02/12/2013,,,,,,,5.8100,5.9200,5.5000,5.4100,5.4000,,,,
03/12/2013,,,,,,,5.8000,5.9200,5.5000,5.4100,5.4000,,,,
04/12/2013,,,,,,,5.8000,5.9200,5.5000,5.4500,5.4500,,,,
05/12/2013,,,,,,,5.8000,5.9200,5.5000,5.4500,5.4500,,,,
06/12/2013,,,,,,,5.7000,5.9200,5.5000,5.4500,5.4500,,,,
09/12/2013,,,,,,,5.7000,5.9400,5.5000,5.5000,5.4500,,,,
10/12/2013,,,,,,,5.7000,5.9500,5.5000,5.5000,5.4500,,,,
11/12/2013,,,,,,,5.7000,5.9500,5.5000,5.5000,5.4500,,,,
12/12/2013,,,,,,,5.7000,5.9500,5.5000,5.5000,5.4500,,,,
13/12/2013,,,,,,,5.7000,5.9500,5.5000,5.5000,5.4500,,,,
16/12/2013,,,,,,,5.7000,5.9600,5.5000,5.4500,5.4000,,,,
17/12/2013,,,,,,,5.7100,5.9600,5.5000,5.4100,5.3500,,,,
18/12/2013,,,,,,,5.7200,5.9700,5.5000,5.4500,5.3500,,,,
19/12/2013,,,,,,,5.7200,5.9700,5.5000,5.4100,5.3000,,,,
20/12/2013,,,,,,,5.7200,5.9700,5.5000,5.4100,5.3000,,,,
23/12/2013,,,,,,,5.7300,5.9600,5.5000,5.4500,5.3000,,,,
24/12/2013,,,,,,,5.7300,5.9600,5.5000,5.4500,5.3000,,,,
26/12/2013,,,,,,,5.7300,5.9700,5.5000,5.5000,5.3000,,,,
27/12/2013,,,,,,,5.7300,5.9800,5.5000,5.5000,5.3000,,,,
30/12/2013,,,,,,,5.7300,5.9700,5.5000,5.5000,5.3500,,,,
31/12/2013,,,,,,,5.7300,5.9700,5.5000,5.5000,5.3500,,,,
02/01/2014,,,,,,,5.7300,5.9600,5.5000,5.5000,5.3500,,,,
03/01/2014,,,,,,,5.7400,5.9700,5.5000,5.5000,5.3500,,,,
06/01/2014,,,,,,,5.7500,5.9800,5.5000,5.5000,5.3000,,,,
07/01/2014,,,,,,,5.7500,5.9800,5.5000,5.5000,5.3500,,,,
08/01/2014,,,,,,,5.7500,5.9900,5.5000,5.5000,5.3500,,,,
09/01/2014,,,,,,,5.7500,6.0000,5.5000,5.5000,5.4500,,,,
10/01/2014,,,,,,,,6.0000,5.5000,5.5000,5.4500,4.7500,,,
13/01/2014,,,,,,,,6.0100,5.6000,5.5000,5.4500,5.3200,,,
14/01/2014,,,,,,,,6.0100,5.6000,5.5000,5.4000,5.3200,,,
15/01/2014,,,,,,,,6.0100,5.6000,5.5000,5.4000,5.2000,,,
16/01/2014,,,,,,,,6.0100,5.6000,5.5000,5.3500,5.2000,,,
17/01/2014,,,,,,,,6.0100,5.6000,5.5000,5.4000,5.5000,,,
20/01/2014,,,,,,,,6.0100,5.6200,5.5000,5.3000,5.2500,,,
21/01/2014,,,,,,,,6.0100,5.6100,5.5000,5.3000,5.2000,,,
22/01/2014,,,,,,,,6.0200,5.7000,5.5000,5.4000,5.2500,,,
23/01/2014,,,,,,,,6.0200,5.7000,5.5000,5.4000,5.2300,,,
24/01/2014,,,,,,,,6.0200,5.7000,5.5000,5.5000,5.2000,,,
27/01/2014,,,,,,,,6.0200,5.7000,5.5000,5.5000,5.2300,,,
28/01/2014,,,,,,,,6.0100,5.7000,5.5000,5.5000,5.2300,,,
29/01/2014,,,,,,,,6.0100,5.7000,5.5000,5.5000,5.3800,,,
30/01/2014,,,,,,,,6.0100,5.7000,5.5000,5.5000,5.3800,,,
31/01/2014,,,,,,,,6.0000,5.7000,5.5000,5.5000,5.3800,,,
03/02/2014,,,,,,,,6.0000,5.7000,5.5000,5.5000,5.3800,,,
04/02/2014,,,,,,,,6.0000,5.7000,5.5000,5.5000,5.3800,,,
05/02/2014,,,,,,,,6.0000,5.7000,5.5000,5.5000,5.3800,,,
06/02/2014,,,,,,,,6.0000,5.7000,5.5000,5.5000,5.3800,,,
07/02/2014,,,,,,,,5.8900,5.7000,5.5000,5.5000,5.2500,,,
10/02/2014,,,,,,,,5.9000,5.7000,5.5000,5.5000,5.3800,,,
11/02/2014,,,,,,,,5.9100,5.7000,5.5000,5.5000,5.3800,,,
12/02/2014,,,,,,,,5.9100,5.7000,5.5000,5.5000,5.3800,,,
13/02/2014,,,,,,,,5.9000,5.7000,5.5000,5.5000,5.2300,,,
14/02/2014,,,,,,,,5.9300,5.7000,5.5000,5.3000,5.1600,,,
17/02/2014,,,,,,,,5.9500,5.7000,5.5000,5.3000,5.1600,,,
18/02/2014,,,,,,,,5.9600,5.7000,5.5000,5.3000,5.1600,,,
19/02/2014,,,,,,,,5.9800,5.7000,5.5000,5.3000,5.1500,,,
20/02/2014,,,,,,,,6.0000,5.7000,5.5000,5.3000,5.1600,,,
21/02/2014,,,,,,,,6.0000,5.7000,5.5000,5.3000,5.1600,,,
24/02/2014,,,,,,,,6.0000,5.7000,5.5000,5.3000,5.1800,,,
25/02/2014,,,,,,,,6.0000,5.7000,5.5000,5.3000,5.1800,,,
26/02/2014,,,,,,,,6.0000,5.7000,5.5000,5.3000,5.1800,,,
27/02/2014,,,,,,,,6.0000,5.7000,5.5000,5.3000,5.1600,,,
28/02/2014,,,,,,,,6.0000,5.7000,5.5000,5.3000,5.1700,,,
05/03/2014,,,,,,,,6.0000,5.7000,5.5000,5.2800,5.1700,,,
06/03/2014,,,,,,,,6.0100,5.7000,5.5000,5.2900,5.1700,,,
07/03/2014,,,,,,,,6.0100,5.7000,5.5000,5.3000,5.1600,,,
10/03/2014,,,,,,,,6.0100,5.7000,5.5000,5.3000,5.1700,,,
11/03/2014,,,,,,,,6.0100,5.7000,5.5000,5.3000,5.1700,,,
12/03/2014,,,,,,,,6.1000,5.7000,5.5000,5.3000,5.1600,,,
13/03/2014,,,,,,,,6.1000,5.7000,5.5000,5.3000,5.1600,,,
14/03/2014,,,,,,,,6.1100,5.7000,5.5000,5.3000,5.1600,,,
17/03/2014,,,,,,,,6.1600,5.7300,5.5000,5.3000,5.1800,,,
18/03/2014,,,,,,,,6.2000,5.7500,5.5000,5.3000,5.1700,,,
19/03/2014,,,,,,,,6.2000,5.7600,5.5000,5.3000,5.1700,,,
20/03/2014,,,,,,,,6.2500,5.8000,5.5000,5.3000,5.1800,,,
21/03/2014,,,,,,,,6.2800,5.8000,5.5000,5.3000,5.1700,,,
24/03/2014,,,,,,,,6.3000,5.8000,5.5000,5.3000,5.1700,,,
25/03/2014,,,,,,,,6.3000,5.8000,5.5000,5.3000,5.1700,,,
26/03/2014,,,,,,,,6.3000,5.8000,5.5000,5.3000,5.1700,,,
27/03/2014,,,,,,,,6.3000,5.8000,5.5000,5.3000,5.1700,,,
28/03/2014,,,,,,,,6.3000,5.8000,5.5000,5.3000,5.1700,,,
31/03/2014,,,,,,,,6.3100,5.8000,5.5000,5.3000,5.1600,,,
01/04/2014,,,,,,,,6.3100,5.8000,5.5000,5.3000,5.1600,,,
02/04/2014,,,,,,,,6.3200,5.8000,5.5000,5.3000,5.1600,,,
03/04/2014,,,,,,,,6.3500,5.8400,5.5000,5.3500,5.1600,,,
04/04/2014,,,,,,,,6.3500,5.8400,5.5000,5.3500,5.1600,,,
07/04/2014,,,,,,,,6.3500,5.8500,5.5000,5.4000,5.1700,,,
08/04/2014,,,,,,,,6.3500,5.8500,5.5000,5.4000,5.1700,,,
09/04/2014,,,,,,,,6.4500,5.9000,5.5000,5.4000,5.1700,,,
10/04/2014,,,,,,,,6.4600,5.9000,5.5000,5.4000,5.1700,,,
11/04/2014,,,,,,,,6.4700,6.0000,5.5000,5.3500,5.1700,,,
14/04/2014,,,,,,,,6.4700,6.0000,5.5000,5.3500,5.1600,,,
15/04/2014,,,,,,,,6.4700,6.0000,5.5000,5.3500,5.1600,,,
16/04/2014,,,,,,,,6.5100,6.0000,5.5000,5.3500,5.1600,,,
17/04/2014,,,,,,,,6.5100,6.0000,5.5000,5.4000,5.1900,,,
22/04/2014,,,,,,,,6.5000,6.0000,5.5000,5.3000,5.1800,,,
23/04/2014,,,,,,,,6.5000,6.0000,5.5000,5.4000,5.2000,,,
24/04/2014,,,,,,,,6.5000,6.0000,5.5000,5.4000,5.2000,,,
25/04/2014,,,,,,,,6.5000,6.0000,5.5000,5.4000,5.2000,,,
28/04/2014,,,,,,,,6.5000,6.0000,5.5000,5.4000,5.2000,,,
29/04/2014,,,,,,,,6.5000,6.0000,5.5000,5.4000,5.2000,,,
30/04/2014,,,,,,,,6.5000,6.0000,5.5000,5.4000,5.1800,,,
02/05/2014,,,,,,,,6.5000,6.0000,5.5000,5.4000,5.1800,,,
05/05/2014,,,,,,,,6.5000,6.0000,5.5000,5.3500,5.1300,,,
06/05/2014,,,,,,,,6.5000,6.0000,5.5000,5.3500,5.1300,,,
07/05/2014,,,,,,,,6.5100,6.0000,5.5000,5.4000,5.1300,,,
08/05/2014,,,,,,,,6.5200,6.0000,5.5000,5.4000,5.1000,,,
09/05/2014,,,,,,,,6.3900,6.0000,5.5000,5.4000,5.1000,,,
12/05/2014,,,,,,,,6.3900,6.0000,5.5000,5.4000,5.0500,,,
13/05/2014,,,,,,,,6.4300,6.0000,5.5000,5.4000,5.0500,,,
14/05/2014,,,,,,,,6.4300,6.0000,5.5000,5.4000,5.0500,,,
15/05/2014,,,,,,,,6.4200,6.0000,5.5000,5.4500,5.0500,,,
16/05/2014,,,,,,,,6.4300,6.0000,5.5000,5.4000,5.1000,,,
19/05/2014,,,,,,,,6.4700,6.0000,5.5000,5.4000,5.1000,,,
20/05/2014,,,,,,,,6.4600,6.0000,5.5000,5.4500,5.1000,,,
21/05/2014,,,,,,,,6.4700,6.0000,5.5000,5.4500,5.1000,,,
22/05/2014,,,,,,,,6.4700,6.0000,5.5000,5.5000,5.1200,,,
23/05/2014,,,,,,,,6.4700,6.0000,5.5000,5.5000,5.1200,,,
26/05/2014,,,,,,,,6.4700,6.0000,5.5000,5.5000,5.1500,,,
27/05/2014,,,,,,,,6.4700,6.0000,5.5000,5.5000,5.1500,,,
28/05/2014,,,,,,,,6.4700,6.0000,5.5000,5.5000,5.1500,,,
29/05/2014,,,,,,,,6.4700,6.0100,5.5000,5.5000,5.1800,,,
30/05/2014,,,,,,,,6.4700,6.0100,5.5000,5.5000,5.1800,,,
02/06/2014,,,,,,,,6.4500,6.0300,5.5000,5.5000,5.1900,,,
03/06/2014,,,,,,,,6.4500,6.0100,5.5000,5.5000,5.1800,,,
04/06/2014,,,,,,,,6.4500,6.0100,5.5000,5.5000,5.1800,,,
05/06/2014,,,,,,,,6.4500,6.0300,5.5000,5.5000,5.1800,,,
06/06/2014,,,,,,,,6.4700,6.0300,5.5000,5.5000,5.1800,,,
09/06/2014,,,,,,,,6.4600,6.0500,5.5000,5.5000,5.2000,,,
10/06/2014,,,,,,,,6.4600,6.0600,5.5000,5.5000,5.2000,,,
11/06/2014,,,,,,,,6.4600,6.0600,5.5000,5.5000,5.2000,,,
12/06/2014,,,,,,,,6.4600,6.0600,5.5000,5.5000,5.2000,,,
13/06/2014,,,,,,,,6.4600,6.0800,5.5000,5.5000,5.2000,,,
16/06/2014,,,,,,,,6.4500,6.0600,5.5000,5.5000,5.2800,,,
17/06/2014,,,,,,,,6.4500,6.1000,5.5000,5.5000,5.2000,,,
18/06/2014,,,,,,,,6.4500,6.1000,5.5000,5.5000,5.2000,,,
20/06/2014,,,,,,,,6.4600,6.1000,5.5000,5.5000,5.2000,,,
23/06/2014,,,,,,,,6.4600,6.0800,5.5000,5.5000,5.1900,,,
24/06/2014,,,,,,,,6.4600,6.1000,5.5000,5.5000,5.1900,,,
25/06/2014,,,,,,,,6.4600,6.1000,5.5000,5.5000,5.2000,,,
26/06/2014,,,,,,,,6.4600,6.1000,5.5000,5.5000,5.2000,,,
27/06/2014,,,,,,,,6.4600,6.1000,5.5000,5.5000,5.2000,,,
30/06/2014,,,,,,,,6.4500,6.1000,5.5000,5.5000,5.2000,,,
01/07/2014,,,,,,,,6.4500,6.1000,5.5000,5.5000,5.2000,,,
02/07/2014,,,,,,,,6.4500,6.1000,5.5000,5.5000,5.2000,,,
03/07/2014,,,,,,,,6.4600,6.1000,5.5000,5.5000,5.2000,,,
04/07/2014,,,,,,,,6.4600,6.1000,5.5000,5.5000,5.2000,,,
07/07/2014,,,,,,,,6.4600,6.1000,5.5000,5.5000,5.2800,,,
08/07/2014,,,,,,,,6.4900,6.1000,5.5000,5.5000,5.2800,,,
09/07/2014,,,,,,,,6.4900,6.1000,5.5000,5.5000,5.2800,,,
10/07/2014,,,,,,,,6.4800,6.1000,5.5000,5.5000,5.2000,,,
11/07/2014,,,,,,,,6.4800,6.1000,5.5000,5.5000,5.2800,,,
14/07/2014,,,,,,,,6.4600,6.1000,5.5000,5.5000,5.2000,,,
15/07/2014,,,,,,,,6.4600,6.1000,5.5000,5.5000,5.2800,,,
16/07/2014,,,,,,,,6.4600,6.1000,5.5000,5.5000,5.2800,,,
17/07/2014,,,,,,,,6.4500,6.1200,5.5000,5.5000,5.3500,,,
18/07/2014,,,,,,,,6.4400,6.1200,5.5000,5.5000,5.3500,,,
21/07/2014,,,,,,,,6.4200,6.2000,5.5000,5.5000,5.2000,,,
22/07/2014,,,,,,,,6.4200,6.2000,5.5000,5.5000,5.2000,,,
23/07/2014,,,,,,,,6.4200,6.2000,5.5000,5.5000,5.3500,,,
24/07/2014,,,,,,,,6.4100,6.2000,5.5000,5.5000,5.3500,,,
25/07/2014,,,,,,,,6.4100,6.2100,5.5000,5.5000,5.3500,,,
28/07/2014,,,,,,,,6.4000,6.2100,5.5000,5.5000,5.3500,,,
29/07/2014,,,,,,,,6.4000,6.2100,5.5000,5.5000,5.3500,,,
30/07/2014,,,,,,,,6.4000,6.2100,5.5000,5.5000,5.3500,,,
31/07/2014,,,,,,,,6.3900,6.2400,5.5000,5.5000,5.3500,,,
01/08/2014,,,,,,,,6.3900,6.2400,5.5000,5.5000,5.3500,,,
04/08/2014,,,,,,,,6.3800,6.2400,5.5000,5.5000,5.4300,,,
05/08/2014,,,,,,,,6.3800,6.2400,5.5000,5.5000,5.2800,,,
06/08/2014,,,,,,,,6.3800,6.2400,5.5000,5.5000,5.2800,,,
07/08/2014,,,,,,,,6.3700,6.2500,5.5000,5.5000,5.2800,,,
08/08/2014,,,,,,,,6.2600,6.2500,5.5000,5.5000,5.2800,,,
11/08/2014,,,,,,,,6.2700,6.2800,5.5000,5.5000,5.2800,,,
12/08/2014,,,,,,,,6.2700,6.2700,5.5000,5.5000,5.2800,,,
13/08/2014,,,,,,,,6.2700,6.2700,5.5000,5.5000,5.2800,,,
14/08/2014,,,,,,,,6.2700,6.2500,5.5000,5.5000,5.2800,,,
15/08/2014,,,,,,,,6.2500,6.2500,5.5000,5.5000,5.2800,,,
18/08/2014,,,,,,,,6.2500,6.2700,5.5000,5.5000,5.2800,,,
19/08/2014,,,,,,,,6.2600,6.2700,5.5000,5.5000,5.2700,,,
20/08/2014,,,,,,,,6.2600,6.2700,5.5000,5.5000,5.2700,,,
21/08/2014,,,,,,,,6.2700,6.2700,5.5000,5.5000,5.2700,,,
22/08/2014,,,,,,,,6.2700,6.2800,5.5000,5.5000,5.1900,,,
25/08/2014,,,,,,,,6.2700,6.2900,5.5000,5.5000,5.1800,,,
26/08/2014,,,,,,,,6.2700,6.2800,5.5000,5.5000,5.1800,,,
27/08/2014,,,,,,,,6.2700,6.2900,5.5000,5.5000,5.1700,,,
28/08/2014,,,,,,,,6.2700,6.2900,5.5000,5.5000,5.1800,,,
29/08/2014,,,,,,,,6.2700,6.2900,5.5000,5.5000,5.1800,,,
01/09/2014,,,,,,,,6.2700,6.2900,5.5000,5.5000,5.1700,,,
02/09/2014,,,,,,,,6.2700,6.2900,5.5000,5.5000,5.1700,,,
03/09/2014,,,,,,,,6.2700,6.2900,5.5000,5.5000,5.1700,,,
04/09/2014,,,,,,,,6.2700,6.2900,5.5000,5.5000,5.1700,,,
05/09/2014,,,,,,,,6.2900,6.2900,5.5000,5.5000,5.1900,,,
08/09/2014,,,,,,,,6.3000,6.3000,5.5000,5.5000,5.1700,,,
09/09/2014,,,,,,,,6.3000,6.2900,5.5000,5.5000,5.1700,,,
10/09/2014,,,,,,,,6.3000,6.2900,5.5000,5.5000,5.1700,,,
11/09/2014,,,,,,,,6.3000,6.2800,5.5000,5.5000,5.1700,,,
12/09/2014,,,,,,,,6.2900,6.2900,5.5000,5.5000,5.1700,,,
15/09/2014,,,,,,,,6.2900,6.2900,5.5000,5.5000,5.1700,,,
16/09/2014,,,,,,,,6.2900,6.2900,5.5000,5.5000,5.1700,,,
17/09/2014,,,,,,,,6.2900,6.2900,5.5000,5.5000,5.1000,,,
18/09/2014,,,,,,,,6.3000,6.2800,5.5000,5.5000,5.1000,,,
19/09/2014,,,,,,,,6.3000,6.2800,5.5000,5.5000,5.1000,,,
22/09/2014,,,,,,,,6.3100,6.2900,5.5000,5.5000,5.1400,,,
23/09/2014,,,,,,,,6.3100,6.2900,5.5000,5.5000,5.1400,,,
24/09/2014,,,,,,,,6.3100,6.2900,5.5000,5.5000,5.1400,,,
25/09/2014,,,,,,,,6.3100,6.3000,5.5000,5.5000,5.0000,,,
26/09/2014,,,,,,,,6.3100,6.3000,5.5000,5.5000,5.0000,,,
29/09/2014,,,,,,,,6.3100,6.3000,5.5000,5.5000,5.0000,,,
30/09/2014,,,,,,,,6.3100,6.3000,5.5000,5.5000,5.0000,,,
01/10/2014,,,,,,,,6.3100,6.3000,5.5000,5.5000,5.0000,,,
02/10/2014,,,,,,,,6.3100,6.3000,5.5000,5.5000,5.0500,,,
03/10/2014,,,,,,,,6.3200,6.3000,5.5000,5.5000,5.0500,,,
06/10/2014,,,,,,,,6.3200,6.3000,5.5000,5.5000,5.1000,,,
07/10/2014,,,,,,,,6.3200,6.3000,5.5000,5.5000,5.0500,,,
08/10/2014,,,,,,,,6.4500,6.3000,5.5000,5.5000,5.0500,,,
09/10/2014,,,,,,,,6.4500,6.3000,5.5000,5.5000,5.0500,,,
10/10/2014,,,,,,,,6.4500,6.3000,5.5000,5.5000,5.0500,,,
13/10/2014,,,,,,,,6.4500,6.3000,5.5000,5.5000,5.0000,,,
14/10/2014,,,,,,,,6.4500,6.3000,5.5000,5.5000,5.0000,,,
15/10/2014,,,,,,,,6.4500,6.3000,5.5000,5.5000,5.0000,,,
16/10/2014,,,,,,,,6.4500,6.3000,5.5000,5.5000,5.0000,,,
17/10/2014,,,,,,,,6.4500,6.3000,5.5000,5.5000,5.0000,,,
20/10/2014,,,,,,,,6.4500,6.3100,5.5000,5.5000,5.0000,,,
21/10/2014,,,,,,,,6.4500,6.3000,5.5000,5.5000,5.0000,,,
22/10/2014,,,,,,,,6.4500,6.3000,5.5000,5.5000,5.0000,,,
23/10/2014,,,,,,,,6.4500,6.3000,5.5000,5.5000,5.0000,,,
24/10/2014,,,,,,,,6.4500,6.3000,5.5000,5.5000,5.0000,,,
27/10/2014,,,,,,,,6.4500,6.3100,5.5000,5.5000,5.1000,,,
28/10/2014,,,,,,,,6.4500,6.3100,5.5000,5.5000,5.0500,,,
29/10/2014,,,,,,,,6.4400,6.3300,5.5000,5.5000,5.1400,,,
30/10/2014,,,,,,,,6.4400,6.3300,5.5000,5.5000,5.1400,,,
31/10/2014,,,,,,,,6.4500,6.3200,5.5300,5.5000,5.1700,,,
03/11/2014,,,,,,,,6.4600,6.3300,5.5600,5.5000,5.1800,,,
04/11/2014,,,,,,,,6.4600,6.3800,5.5600,5.5000,5.3800,,,
05/11/2014,,,,,,,,6.4600,6.3800,5.5600,5.5000,5.3800,,,
06/11/2014,,,,,,,,6.4600,6.3800,5.5800,5.5000,5.3500,,,
07/11/2014,,,,,,,,6.3900,6.4000,5.6000,5.5000,5.4000,,,
10/11/2014,,,,,,,,6.4000,6.4000,5.6000,5.5000,5.4000,,,
11/11/2014,,,,,,,,6.4000,6.4000,5.6000,5.5000,5.4000,,,
12/11/2014,,,,,,,,6.4000,6.4000,5.6000,5.5000,5.4000,,,
13/11/2014,,,,,,,,6.4000,6.4000,5.6000,5.5000,5.4000,,,
14/11/2014,,,,,,,,6.4000,6.4000,5.6000,5.5000,5.5000,,,
17/11/2014,,,,,,,,6.4000,6.4000,5.6000,5.5000,5.5000,,,
18/11/2014,,,,,,,,6.4300,6.4400,5.7000,5.5000,5.5000,,,
19/11/2014,,,,,,,,6.4300,6.4400,5.7000,5.5000,5.5000,,,
20/11/2014,,,,,,,,6.4300,6.4500,5.7000,5.5000,5.5000,,,
21/11/2014,,,,,,,,6.4300,6.4500,5.7000,5.5000,5.5000,,,
24/11/2014,,,,,,,,6.4200,6.4500,5.7000,5.5000,5.5000,,,
25/11/2014,,,,,,,,6.4200,6.4500,5.7000,5.5000,5.5000,,,
