Dates,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
03/01/2000,7.0000,,,,,,,,,,,
04/01/2000,7.0000,,,,,,,,,,,
05/01/2000,7.0000,,,,,,,,,,,
06/01/2000,7.0000,,,,,,,,,,,
07/01/2000,7.0000,,,,,,,,,,,
10/01/2000,7.0000,,,,,,,,,,,
11/01/2000,7.0000,,,,,,,,,,,
12/01/2000,7.0000,,,,,,,,,,,
13/01/2000,7.0000,4.0000,,,,,,,,,,
14/01/2000,7.0000,4.0000,,,,,,,,,,
17/01/2000,6.9800,4.0000,,,,,,,,,,
18/01/2000,6.9400,4.0000,,,,,,,,,,
19/01/2000,6.9400,4.0000,,,,,,,,,,
20/01/2000,6.9500,4.0000,,,,,,,,,,
21/01/2000,6.9400,4.0000,,,,,,,,,,
24/01/2000,6.9400,4.0000,,,,,,,,,,
25/01/2000,6.9400,4.0000,,,,,,,,,,
26/01/2000,6.9400,4.0000,,,,,,,,,,
27/01/2000,6.9800,4.0000,,,,,,,,,,
28/01/2000,6.9800,4.0000,,,,,,,,,,
31/01/2000,6.9400,4.0000,,,,,,,,,,
01/02/2000,6.9400,4.0000,,,,,,,,,,
02/02/2000,6.9400,4.0000,,,,,,,,,,
03/02/2000,6.9400,4.0000,,,,,,,,,,
04/02/2000,6.9300,4.1000,,,,,,,,,,
07/02/2000,6.9300,4.2000,,,,,,,,,,
08/02/2000,6.9300,4.2000,,,,,,,,,,
09/02/2000,6.9700,4.2000,,,,,,,,,,
10/02/2000,6.9700,4.2000,,,,,,,,,,
11/02/2000,6.9100,4.2000,,,,,,,,,,
14/02/2000,6.8800,4.2000,,,,,,,,,,
15/02/2000,6.8800,4.2000,,,,,,,,,,
16/02/2000,6.8800,4.2000,,,,,,,,,,
17/02/2000,6.8800,4.2000,,,,,,,,,,
18/02/2000,6.8000,4.2000,,,,,,,,,,
21/02/2000,6.8000,4.2000,,,,,,,,,,
22/02/2000,6.8000,4.2000,,,,,,,,,,
23/02/2000,6.7900,4.1000,,,,,,,,,,
24/02/2000,6.7900,4.1000,,,,,,,,,,
25/02/2000,6.7900,4.1000,,,,,,,,,,
28/02/2000,6.7900,4.1000,,,,,,,,,,
29/02/2000,6.7900,4.1000,,,,,,,,,,
01/03/2000,6.7300,4.1000,,,,,,,,,,
02/03/2000,6.6900,4.1300,,,,,,,,,,
03/03/2000,6.6000,4.0500,,,,,,,,,,
08/03/2000,6.6000,4.0500,,,,,,,,,,
09/03/2000,6.6000,4.0500,,,,,,,,,,
10/03/2000,6.6200,4.0500,,,,,,,,,,
13/03/2000,6.6200,4.0300,,,,,,,,,,
14/03/2000,6.6200,4.0300,,,,,,,,,,
15/03/2000,6.5800,4.0300,,,,,,,,,,
16/03/2000,6.5000,4.0000,,,,,,,,,,
17/03/2000,6.5000,4.0300,,,,,,,,,,
20/03/2000,6.5000,4.0300,,,,,,,,,,
21/03/2000,6.5000,4.0500,,,,,,,,,,
22/03/2000,6.5000,4.0500,,,,,,,,,,
23/03/2000,6.5000,4.0500,,,,,,,,,,
24/03/2000,6.5000,4.0500,,,,,,,,,,
27/03/2000,6.5000,4.0500,,,,,,,,,,
28/03/2000,6.5000,4.0500,,,,,,,,,,
29/03/2000,6.5000,4.0500,,,,,,,,,,
30/03/2000,6.5000,4.0500,,,,,,,,,,
31/03/2000,6.5000,4.0500,,,,,,,,,,
03/04/2000,6.5000,4.0500,,,,,,,,,,
04/04/2000,6.5000,4.0000,,,,,,,,,,
05/04/2000,6.4700,4.0000,,,,,,,,,,
06/04/2000,6.4700,4.0000,,,,,,,,,,
07/04/2000,6.4700,4.1000,,,,,,,,,,
10/04/2000,6.4700,4.1000,,,,,,,,,,
11/04/2000,6.4700,4.1000,,,,,,,,,,
12/04/2000,6.4700,4.1000,,,,,,,,,,
13/04/2000,6.4800,4.1000,,,,,,,,,,
14/04/2000,6.4700,4.1000,,,,,,,,,,
17/04/2000,6.4800,4.1000,,,,,,,,,,
18/04/2000,6.4800,4.1000,,,,,,,,,,
19/04/2000,6.5000,4.1000,,,,,,,,,,
20/04/2000,6.5000,4.3500,,,,,,,,,,
24/04/2000,6.5000,4.3500,,,,,,,,,,
25/04/2000,6.5000,4.3500,,,,,,,,,,
26/04/2000,6.4500,4.3500,,,,,,,,,,
27/04/2000,6.4500,4.4300,,,,,,,,,,
28/04/2000,6.4500,4.4300,,,,,,,,,,
02/05/2000,6.4500,4.4300,,,,,,,,,,
03/05/2000,6.3000,4.3500,,,,,,,,,,
04/05/2000,6.3000,4.5000,,,,,,,,,,
05/05/2000,6.3000,4.5000,,,,,,,,,,
08/05/2000,6.3000,4.5000,,,,,,,,,,
09/05/2000,6.2700,4.5000,,,,,,,,,,
10/05/2000,6.2200,4.5000,,,,,,,,,,
11/05/2000,6.2000,4.5000,,,,,,,,,,
12/05/2000,6.1900,4.5000,,,,,,,,,,
15/05/2000,6.1300,4.5000,,,,,,,,,,
16/05/2000,6.1300,4.5000,,,,,,,,,,
17/05/2000,6.1300,4.5000,,,,,,,,,,
18/05/2000,6.1300,4.5000,,,,,,,,,,
19/05/2000,6.1300,4.5000,,,,,,,,,,
22/05/2000,6.1100,4.5000,,,,,,,,,,
23/05/2000,6.1000,4.5000,,,,,,,,,,
24/05/2000,6.1000,4.4500,,,,,,,,,,
25/05/2000,6.1000,4.4500,,,,,,,,,,
26/05/2000,6.1000,4.4500,,,,,,,,,,
29/05/2000,6.1000,4.4000,,,,,,,,,,
30/05/2000,6.1000,4.3000,,,,,,,,,,
31/05/2000,6.1000,4.3000,,,,,,,,,,
01/06/2000,6.1000,4.3000,,,,,,,,,,
02/06/2000,6.1000,4.3000,,,,,,,,,,
05/06/2000,6.0100,4.3000,,,,,,,,,,
06/06/2000,6.0100,4.3000,,,,,,,,,,
07/06/2000,5.9000,4.2500,,,,,,,,,,
08/06/2000,6.0100,4.3000,,,,,,,,,,
09/06/2000,6.0000,4.3000,,,,,,,,,,
12/06/2000,6.0000,4.3000,,,,,,,,,,
13/06/2000,6.0000,4.3000,,,,,,,,,,
14/06/2000,6.0000,4.3000,,,,,,,,,,
15/06/2000,6.0000,4.3000,,,,,,,,,,
16/06/2000,6.0000,4.3000,,,,,,,,,,
19/06/2000,6.0000,4.3000,,,,,,,,,,
20/06/2000,6.0000,4.3000,,,,,,,,,,
21/06/2000,6.0000,4.3000,,,,,,,,,,
23/06/2000,6.0000,4.2500,,,,,,,,,,
26/06/2000,6.0000,4.2500,,,,,,,,,,
27/06/2000,6.0000,4.2500,,,,,,,,,,
28/06/2000,6.0000,4.2500,,,,,,,,,,
29/06/2000,6.0000,4.2500,,,,,,,,,,
30/06/2000,5.9700,4.2500,,,,,,,,,,
03/07/2000,5.9400,4.2500,,,,,,,,,,
04/07/2000,5.9400,4.2500,,,,,,,,,,
05/07/2000,5.9400,4.2500,,,,,,,,,,
06/07/2000,5.9400,4.2500,,,,,,,,,,
07/07/2000,5.9000,4.2500,,,,,,,,,,
08/07/2000,5.9000,4.3000,,,,,,,,,,
11/07/2000,5.9000,4.3000,,,,,,,,,,
12/07/2000,5.9000,4.2000,,,,,,,,,,
13/07/2000,5.9000,4.2000,,,,,,,,,,
14/07/2000,5.9000,4.2200,,,,,,,,,,
17/07/2000,5.9000,4.2200,,,,,,,,,,
18/07/2000,5.9000,4.2200,,,,,,,,,,
19/07/2000,5.9000,4.2200,,,,,,,,,,
20/07/2000,5.9000,4.2200,,,,,,,,,,
21/07/2000,5.9000,4.2200,,,,,,,,,,
24/07/2000,5.9000,4.2200,,,,,,,,,,
25/07/2000,5.9000,4.2200,,,,,,,,,,
26/07/2000,5.9000,4.2200,,,,,,,,,,
27/07/2000,5.9600,4.2200,,,,,,,,,,
28/07/2000,5.9700,4.2200,,,,,,,,,,
31/07/2000,5.9700,4.2200,,,,,,,,,,
01/08/2000,5.9900,4.2200,,,,,,,,,,
02/08/2000,5.9900,4.2200,,,,,,,,,,
03/08/2000,6.0000,4.2200,,,,,,,,,,
04/08/2000,6.0000,4.2200,,,,,,,,,,
07/08/2000,6.0000,4.2200,3.5000,2.7500,,,,,,,,
08/08/2000,6.0000,4.2200,3.5000,2.7500,,,,,,,,
09/08/2000,6.0000,4.2200,3.5000,2.7500,,,,,,,,
10/08/2000,6.0000,4.2200,3.5000,2.7500,,,,,,,,
11/08/2000,6.0000,4.2100,3.5000,3.0000,,,,,,,,
14/08/2000,6.0400,4.2100,3.5000,3.0000,,,,,,,,
15/08/2000,6.0400,4.2100,3.5000,3.0000,,,,,,,,
16/08/2000,6.0300,4.2200,3.5000,3.0000,,,,,,,,
17/08/2000,6.1000,4.3000,3.5000,3.2500,,,,,,,,
18/08/2000,6.1100,4.3000,3.5000,3.2500,,,,,,,,
21/08/2000,6.2000,4.3000,3.5000,3.2500,,,,,,,,
22/08/2000,6.2000,4.3000,3.5000,3.2500,,,,,,,,
23/08/2000,6.2000,4.2200,3.5000,3.2500,,,,,,,,
24/08/2000,6.2000,4.2200,3.5000,3.2500,,,,,,,,
25/08/2000,6.2000,4.2900,3.5000,3.2500,,,,,,,,
28/08/2000,6.2000,4.2900,3.5000,3.2500,,,,,,,,
29/08/2000,6.2000,4.2900,3.5000,3.2500,,,,,,,,
30/08/2000,6.2300,4.2900,3.5000,3.2500,,,,,,,,
31/08/2000,6.2600,4.2900,3.5000,3.2500,,,,,,,,
01/09/2000,6.3200,4.3000,3.5000,3.0000,,,,,,,,
04/09/2000,6.3100,4.3000,3.5000,3.0000,,,,,,,,
05/09/2000,6.3300,4.3000,3.5000,3.0000,,,,,,,,
06/09/2000,6.3300,4.3500,3.5000,3.0000,,,,,,,,
08/09/2000,6.3100,4.3500,3.5000,3.0000,,,,,,,,
11/09/2000,6.3000,4.3500,3.5000,3.0000,,,,,,,,
12/09/2000,6.3000,4.3500,3.5000,3.0000,,,,,,,,
13/09/2000,6.3000,4.3500,3.5000,3.0000,,,,,,,,
14/09/2000,6.3000,4.3500,3.5500,3.0000,,,,,,,,
15/09/2000,6.3000,4.3500,3.5500,3.0000,,,,,,,,
18/09/2000,6.3000,4.3500,3.5500,3.0000,,,,,,,,
19/09/2000,6.3000,4.4000,3.5500,3.0000,,,,,,,,
20/09/2000,6.3000,4.4000,3.5500,3.0000,,,,,,,,
21/09/2000,6.3000,4.4000,3.5500,3.0000,,,,,,,,
22/09/2000,6.3000,4.4000,3.5500,3.0000,,,,,,,,
25/09/2000,6.3000,4.3500,3.5500,3.0000,,,,,,,,
26/09/2000,6.3000,4.3500,3.5500,3.0000,,,,,,,,
27/09/2000,6.3000,4.3500,3.5500,3.0000,,,,,,,,
28/09/2000,6.3000,4.3000,3.6000,3.0000,,,,,,,,
29/09/2000,6.2300,4.3000,3.6000,3.0000,,,,,,,,
02/10/2000,6.2200,4.3000,3.6000,3.0000,,,,,,,,
03/10/2000,6.2200,4.3000,3.6000,3.0000,,,,,,,,
04/10/2000,6.2200,4.3000,3.6000,3.0000,,,,,,,,
05/10/2000,6.2200,4.3000,3.6000,3.0000,,,,,,,,
06/10/2000,6.2900,4.3000,3.6000,3.0000,,,,,,,,
09/10/2000,6.2900,4.3000,3.5500,3.0000,,,,,,,,
10/10/2000,6.2900,4.3000,3.5500,3.0000,,,,,,,,
11/10/2000,6.2400,4.3000,3.5500,3.0000,,,,,,,,
13/10/2000,6.2300,4.3000,3.5500,3.0000,,,,,,,,
16/10/2000,6.2300,4.3000,3.5500,3.0000,,,,,,,,
17/10/2000,6.2100,4.3000,3.5500,3.0000,,,,,,,,
18/10/2000,6.2000,4.3000,3.5500,3.0000,,,,,,,,
19/10/2000,6.2000,4.3000,3.5500,3.0000,,,,,,,,
20/10/2000,6.2000,4.3000,3.5500,3.0000,,,,,,,,
23/10/2000,6.2000,4.3000,3.5500,3.0000,,,,,,,,
24/10/2000,6.2000,4.3000,3.5500,3.0000,,,,,,,,
25/10/2000,6.2000,4.3000,3.7000,3.2500,,,,,,,,
26/10/2000,6.2000,4.3000,3.7000,3.2500,,,,,,,,
27/10/2000,6.2000,4.3000,3.7000,3.2500,,,,,,,,
30/10/2000,6.2000,4.3000,3.7000,3.2500,,,,,,,,
31/10/2000,6.2000,4.3000,3.7000,3.2500,,,,,,,,
01/11/2000,6.2100,4.3000,3.8000,3.2500,,,,,,,,
03/11/2000,6.2100,4.3000,3.8000,3.2500,,,,,,,,
06/11/2000,6.2000,4.3000,3.8000,3.2500,,,,,,,,
07/11/2000,6.2000,4.3000,3.8200,3.4900,,,,,,,,
08/11/2000,6.2000,4.3000,3.8200,3.4900,,,,,,,,
09/11/2000,6.2000,4.3000,3.8200,3.2400,,,,,,,,
10/11/2000,6.2000,4.3000,3.8200,3.2400,,,,,,,,
13/11/2000,6.2000,4.3000,3.8200,3.2400,,,,,,,,
14/11/2000,6.2000,4.3000,3.8100,3.2400,,,,,,,,
16/11/2000,6.1500,4.3000,3.7000,3.0000,,,,,,,,
17/11/2000,6.1500,4.3000,3.7000,3.0000,,,,,,,,
20/11/2000,6.1500,4.3000,3.7000,3.0000,,,,,,,,
21/11/2000,6.1300,4.3000,3.7000,3.0000,,,,,,,,
22/11/2000,6.1300,4.3000,3.7000,3.0000,,,,,,,,
23/11/2000,6.2000,4.3000,3.7000,3.0000,,,,,,,,
24/11/2000,6.1800,4.3000,3.7000,3.0000,,,,,,,,
27/11/2000,6.1400,4.3000,3.8000,3.0000,,,,,,,,
28/11/2000,6.1400,4.3000,3.8000,3.0000,,,,,,,,
29/11/2000,6.1400,4.3000,3.8000,3.0000,,,,,,,,
30/11/2000,6.1700,4.3000,3.8000,3.0000,,,,,,,,
01/12/2000,6.1700,4.3000,3.8000,3.0000,,,,,,,,
04/12/2000,6.1500,4.4000,3.8000,3.0000,,,,,,,,
05/12/2000,6.1200,4.4000,3.8000,3.0000,,,,,,,,
06/12/2000,6.1400,4.3000,3.8000,3.0000,,,,,,,,
07/12/2000,6.1400,4.3000,3.8000,3.0000,,,,,,,,
08/12/2000,6.1700,4.3000,3.8000,3.0000,,,,,,,,
11/12/2000,6.1700,4.3000,3.8000,3.0000,,,,,,,,
12/12/2000,6.1400,4.3000,3.8000,3.0000,,,,,,,,
13/12/2000,6.1000,4.3000,3.8000,3.0000,,,,,,,,
14/12/2000,6.1000,4.3000,3.8000,3.0000,,,,,,,,
15/12/2000,6.0900,4.3000,3.8000,3.2400,,,,,,,,
18/12/2000,6.0900,4.3000,3.8100,3.4700,,,,,,,,
19/12/2000,6.0700,4.3000,3.8100,3.4700,,,,,,,,
20/12/2000,6.0700,4.3000,3.8100,3.4700,,,,,,,,
21/12/2000,6.0400,4.3000,3.8100,3.4700,,,,,,,,
22/12/2000,6.0400,4.3000,3.8100,3.4700,,,,,,,,
26/12/2000,6.0300,4.3000,3.8100,3.4700,,,,,,,,
27/12/2000,6.0200,4.3000,3.8100,3.4700,,,,,,,,
28/12/2000,6.0200,4.3000,3.8100,3.4700,,,,,,,,
29/12/2000,6.0200,4.3000,3.8100,3.4700,,,,,,,,
02/01/2001,,4.3000,3.8100,3.4700,,,,,,,,
03/01/2001,,4.2600,3.8100,3.4700,,,,,,,,
04/01/2001,,4.2100,3.8100,3.4700,,,,,,,,
05/01/2001,,4.2100,3.8100,3.4700,,,,,,,,
08/01/2001,,4.2100,3.8100,3.2400,,,,,,,,
09/01/2001,,4.2100,3.8100,3.2400,,,,,,,,
10/01/2001,,4.2000,3.8200,3.2400,,,,,,,,
11/01/2001,,4.2000,3.8100,3.2400,,,,,,,,
12/01/2001,,4.2000,3.8200,3.4700,,,,,,,,
15/01/2001,,4.2000,3.8200,3.4700,,,,,,,,
16/01/2001,,4.2000,3.8200,3.4700,,,,,,,,
17/01/2001,,4.2000,3.8200,3.4700,,,,,,,,
18/01/2001,,4.2000,3.8200,3.4700,,,,,,,,
19/01/2001,,4.2000,3.8200,3.4700,,,,,,,,
22/01/2001,,4.2000,3.8200,3.4600,,,,,,,,
23/01/2001,,4.2000,3.8100,3.4600,,,,,,,,
24/01/2001,,4.2000,3.8100,3.4600,,,,,,,,
25/01/2001,,4.2000,3.8000,3.4600,,,,,,,,
26/01/2001,,4.2000,3.8000,3.4600,,,,,,,,
29/01/2001,,4.2000,3.8000,3.4600,,,,,,,,
30/01/2001,,4.2000,3.8000,3.4600,,,,,,,,
31/01/2001,,4.2000,3.8000,3.4600,,,,,,,,
01/02/2001,,4.2000,3.8000,3.4600,,,,,,,,
02/02/2001,,4.2000,3.8000,3.4600,,,,,,,,
05/02/2001,,4.2000,3.8000,3.4600,,,,,,,,
06/02/2001,,4.2000,3.8000,3.4600,,,,,,,,
07/02/2001,,4.2000,3.8000,3.4600,,,,,,,,
08/02/2001,,4.2000,3.7500,3.4600,,,,,,,,
09/02/2001,,4.2000,3.7500,3.4600,,,,,,,,
12/02/2001,,4.2000,3.7500,3.4600,,,,,,,,
13/02/2001,,4.2000,3.7000,3.4600,,,,,,,,
14/02/2001,,4.2000,3.7000,3.4600,,,,,,,,
15/02/2001,,4.2000,3.7000,3.4600,,,,,,,,
16/02/2001,,4.2000,3.7000,3.4600,,,,,,,,
19/02/2001,,4.2000,3.7000,3.4600,,,,,,,,
20/02/2001,,4.2000,3.7000,3.4600,,,,,,,,
21/02/2001,,4.2000,3.7000,3.4600,,,,,,,,
22/02/2001,,4.2000,3.7000,3.4600,,,,,,,,
23/02/2001,,4.2000,3.7000,3.4600,,,,,,,,
28/02/2001,,4.2000,3.7000,3.4600,,,,,,,,
01/03/2001,,4.2000,3.7000,3.4600,,,,,,,,
02/03/2001,,4.2000,3.7000,3.4600,,,,,,,,
05/03/2001,,4.2000,3.7000,3.4600,,,,,,,,
06/03/2001,,4.2000,3.7000,3.4600,,,,,,,,
07/03/2001,,4.2000,3.7000,3.4600,,,,,,,,
08/03/2001,,4.2000,3.7000,3.4600,,,,,,,,
09/03/2001,,4.2000,3.7000,3.4600,,,,,,,,
12/03/2001,,4.2000,3.7000,3.4600,,,,,,,,
13/03/2001,,4.2000,3.7000,3.4600,,,,,,,,
14/03/2001,,4.2000,3.7000,3.4700,,,,,,,,
15/03/2001,,4.2000,3.7000,3.4700,,,,,,,,
16/03/2001,,4.2000,3.7000,3.4700,,,,,,,,
19/03/2001,,4.2000,3.7000,3.0500,,,,,,,,
20/03/2001,,4.2400,3.6600,3.0000,,,,,,,,
21/03/2001,,4.2900,3.6400,3.0000,,,,,,,,
22/03/2001,,4.2900,3.6400,3.0000,,,,,,,,
23/03/2001,,4.3000,3.6400,3.0000,,,,,,,,
26/03/2001,,4.3000,3.6500,3.0000,,,,,,,,
27/03/2001,,4.3000,3.6600,3.0000,,,,,,,,
28/03/2001,,4.3000,3.6600,3.0000,,,,,,,,
29/03/2001,,4.3000,3.6500,3.0000,,,,,,,,
30/03/2001,,4.3000,3.6500,3.0000,,,,,,,,
02/04/2001,,4.3500,3.6200,3.0000,,,,,,,,
03/04/2001,,4.4000,3.6500,3.0000,,,,,,,,
04/04/2001,,4.4000,3.6500,3.0000,,,,,,,,
05/04/2001,,4.4000,3.6600,3.0000,,,,,,,,
06/04/2001,,4.4400,3.6600,3.0000,,,,,,,,
09/04/2001,,4.5000,3.6600,3.0000,,,,,,,,
10/04/2001,,4.5000,3.6600,3.0000,,,,,,,,
11/04/2001,,4.5000,3.6600,3.0000,,,,,,,,
12/04/2001,,4.5000,3.6600,3.0000,,,,,,,,
16/04/2001,,4.5000,3.6800,3.0000,,,,,,,,
17/04/2001,,4.5000,3.6800,3.0000,,,,,,,,
18/04/2001,,4.5000,3.7000,3.0000,,,,,,,,
19/04/2001,,4.5400,3.7000,3.0000,,,,,,,,
20/04/2001,,4.5400,3.7000,3.0000,,,,,,,,
23/04/2001,,4.5400,3.7000,3.0000,,,,,,,,
24/04/2001,,4.5400,3.7000,3.0000,,,,,,,,
25/04/2001,,4.5400,3.7000,3.0000,,,,,,,,
26/04/2001,,4.5500,3.7000,3.0000,,,,,,,,
27/04/2001,,4.5500,3.7000,3.0000,,,,,,,,
30/04/2001,,4.5500,3.7000,3.0000,,,,,,,,
02/05/2001,,4.6000,3.7000,3.0000,,,,,,,,
03/05/2001,,4.6000,3.7000,3.0000,,,,,,,,
04/05/2001,,4.6000,3.7000,3.0000,,,,,,,,
07/05/2001,,4.6200,3.8000,3.0000,,,,,,,,
08/05/2001,,4.6200,3.7000,3.0000,,,,,,,,
09/05/2001,,4.6200,3.7000,3.0000,,,,,,,,
10/05/2001,,4.6200,3.7000,3.0000,,,,,,,,
11/05/2001,,4.6700,3.7000,3.0000,,,,,,,,
14/05/2001,,4.7000,3.7500,3.0000,,,,,,,,
15/05/2001,,4.8000,3.8000,3.0000,,,,,,,,
16/05/2001,,4.8000,3.8000,3.4200,,,,,,,,
17/05/2001,,4.9000,3.8000,3.2100,,,,,,,,
18/05/2001,,5.0000,3.8000,3.0000,,,,,,,,
21/05/2001,,5.0000,3.8000,3.2100,,,,,,,,
22/05/2001,,5.0000,3.8000,3.2100,,,,,,,,
23/05/2001,,5.0000,3.8000,3.2100,,,,,,,,
24/05/2001,,5.0000,3.8000,3.2100,,,,,,,,
25/05/2001,,5.0200,3.8000,3.2100,,,,,,,,
28/05/2001,,5.0200,3.8000,3.2100,,,,,,,,
29/05/2001,,5.0400,3.8000,3.4600,,,,,,,,
30/05/2001,,5.2000,3.8000,3.4600,,,,,,,,
31/05/2001,,5.2000,3.8000,3.4200,,,,,,,,
01/06/2001,,5.2700,3.8000,3.5000,,,,,,,,
04/06/2001,,5.2700,3.8000,3.5000,,,,,,,,
05/06/2001,,5.3000,3.8100,3.5000,,,,,,,,
06/06/2001,,5.3000,3.8100,3.5000,,,,,,,,
07/06/2001,,5.3600,3.8000,3.5000,,,,,,,,
08/06/2001,,5.3600,3.8000,3.5000,,,,,,,,
11/06/2001,,5.5000,3.8200,3.5000,,,,,,,,
12/06/2001,,5.5000,3.8200,3.5000,,,,,,,,
13/06/2001,,5.5000,3.8200,3.5000,,,,,,,,
18/06/2001,,5.5000,3.8200,3.5000,,,,,,,,
19/06/2001,,5.5100,3.9100,3.5000,,,,,,,,
20/06/2001,,5.6000,4.0000,3.5000,,,,,,,,
21/06/2001,,5.6000,4.0000,3.5000,,,,,,,,
22/06/2001,,5.6000,4.0000,3.5000,,,,,,,,
25/06/2001,,5.6000,4.0000,3.5000,,,,,,,,
26/06/2001,,5.6000,4.0000,3.5000,,,,,,,,
27/06/2001,,5.6000,4.0000,3.5000,,,,,,,,
28/06/2001,,5.6000,4.0000,3.5000,,,,,,,,
29/06/2001,,5.6000,4.0000,3.5000,,,,,,,,
02/07/2001,,5.6000,4.0000,3.5000,,,,,,,,
03/07/2001,,5.6500,4.0000,3.5000,,,,,,,,
04/07/2001,,5.6500,4.0000,3.5000,,,,,,,,
05/07/2001,,5.7000,4.0000,3.5000,,,,,,,,
06/07/2001,,5.8000,4.0000,3.5000,,,,,,,,
09/07/2001,,5.8000,4.0000,3.5000,,,,,,,,
10/07/2001,,5.8800,4.0000,3.5000,,,,,,,,
11/07/2001,,5.8800,4.0000,3.5000,,,,,,,,
12/07/2001,,5.8900,4.0000,3.5000,,,,,,,,
13/07/2001,,6.0000,4.0000,3.5000,,,,,,,,
16/07/2001,,6.0000,4.0000,3.5000,,,,,,,,
17/07/2001,,6.0000,4.0000,3.5000,,,,,,,,
18/07/2001,,6.0000,4.0000,3.5000,,,,,,,,
19/07/2001,,6.0000,4.0000,3.5000,,,,,,,,
20/07/2001,,6.0000,4.0000,3.5000,,,,,,,,
23/07/2001,,6.0000,4.0000,3.5000,,,,,,,,
24/07/2001,,6.0200,4.0000,3.5000,,,,,,,,
25/07/2001,,6.0300,4.2500,3.5000,,,,,,,,
26/07/2001,,6.0800,4.1000,3.5000,,,,,,,,
27/07/2001,,6.0800,4.0200,3.5400,,,,,,,,
30/07/2001,,6.1000,4.0000,3.5400,,,,,,,,
31/07/2001,,6.1000,4.0300,3.8000,,,,,,,,
01/08/2001,,6.1000,4.0300,3.6900,,,,,,,,
02/08/2001,,6.1400,4.2000,3.5700,,,,,,,,
03/08/2001,,6.2000,4.2500,3.7500,,,,,,,,
06/08/2001,,6.2000,4.2500,3.7500,,,,,,,,
07/08/2001,,6.2000,4.2500,3.7500,,,,,,,,
08/08/2001,,6.2200,4.2000,3.7000,,,,,,,,
09/08/2001,,6.2500,4.2500,3.7500,,,,,,,,
10/08/2001,,6.3000,4.3500,3.8000,,,,,,,,
13/08/2001,,6.3000,4.3500,3.8000,,,,,,,,
14/08/2001,,6.3000,4.3500,3.8000,,,,,,,,
15/08/2001,,6.3000,4.4300,3.8000,,,,,,,,
16/08/2001,,6.3000,4.5000,3.7500,,,,,,,,
17/08/2001,,6.3000,4.5000,3.7000,,,,,,,,
20/08/2001,,6.3000,4.5000,3.7000,,,,,,,,
21/08/2001,,6.3000,4.5000,3.7000,,,,,,,,
22/08/2001,,6.3000,4.5000,3.7000,,,,,,,,
23/08/2001,,6.3000,4.5000,3.7000,,,,,,,,
24/08/2001,,6.3200,4.5000,3.5700,,,,,,,,
27/08/2001,,6.4000,4.5000,3.7000,,,,,,,,
28/08/2001,,6.4000,4.5000,3.7000,,,,,,,,
29/08/2001,,6.4000,4.5000,3.7000,,,,,,,,
30/08/2001,,6.4000,4.5000,3.7000,,,,,,,,
31/08/2001,,6.4300,4.5000,3.7000,,,,,,,,
03/09/2001,,6.4300,4.5000,3.7000,,,,,,,,
04/09/2001,,6.4300,4.5000,3.7000,,,,,,,,
05/09/2001,,6.4300,4.5000,3.7000,,,,,,,,
06/09/2001,,6.5000,4.5000,3.6000,,,,,,,,
10/09/2001,,6.5000,4.5000,3.7000,,,,,,,,
11/09/2001,,6.5000,4.5000,3.7000,,,,,,,,
12/09/2001,,6.4800,4.5000,3.7000,,,,,,,,
13/09/2001,,6.4800,4.5000,3.7000,,,,,,,,
14/09/2001,,6.4800,4.5000,3.7000,,,,,,,,
17/09/2001,,6.5000,4.5000,3.7600,,,,,,,,
18/09/2001,,6.5000,4.5000,4.0000,,,,,,,,
19/09/2001,,6.5000,4.5000,4.0000,,,,,,,,
20/09/2001,,6.5000,4.6000,4.0000,,,,,,,,
21/09/2001,,6.5000,4.6500,4.0000,,,,,,,,
24/09/2001,,6.5700,4.7000,4.0000,,,,,,,,
25/09/2001,,6.5700,4.7000,4.0000,,,,,,,,
26/09/2001,,6.6000,4.8000,4.0000,,,,,,,,
27/09/2001,,6.6000,4.8000,4.0000,,,,,,,,
28/09/2001,,6.6000,4.8000,4.0000,,,,,,,,
01/10/2001,,6.6000,4.8000,4.0000,,,,,,,,
02/10/2001,,6.6000,4.8000,4.0000,,,,,,,,
03/10/2001,,6.6000,4.8500,4.0000,,,,,,,,
04/10/2001,,6.6000,4.8900,4.0000,,,,,,,,
05/10/2001,,6.6000,4.8900,4.0000,,,,,,,,
08/10/2001,,6.6000,4.9000,4.0000,,,,,,,,
09/10/2001,,6.6000,4.9000,4.0000,,,,,,,,
10/10/2001,,6.6000,4.9000,4.0000,,,,,,,,
11/10/2001,,6.6000,5.0000,4.0000,,,,,,,,
15/10/2001,,6.6000,5.0000,4.0000,,,,,,,,
16/10/2001,,6.6000,5.0000,4.0000,,,,,,,,
17/10/2001,,6.6000,5.0000,4.0000,,,,,,,,
18/10/2001,,6.6200,5.0000,4.0000,,,,,,,,
19/10/2001,,6.6500,5.0000,4.0000,,,,,,,,
22/10/2001,,6.6600,5.0000,4.0000,,,,,,,,
23/10/2001,,6.6700,5.0000,4.0000,,,,,,,,
24/10/2001,,6.6500,5.0000,4.0000,,,,,,,,
25/10/2001,,6.6700,5.0400,4.0000,,,,,,,,
26/10/2001,,6.6500,5.0000,4.0000,,,,,,,,
29/10/2001,,6.6600,5.0000,4.0000,,,,,,,,
